Link,Company,About,Description,Employees,Homepage,Crunchbase,LinkedIn,Facebook,Twitter
https://climatescape.org//organizations/avantium,Avantium,Avantium is a pioneer in the emerging industry of renewable and sustainable chemistry.,"Avantium is a pioneer in the emerging industry of renewable and sustainable chemistry. We seek to take part in the opportunities of the transition towards a circular econo­my, with the goal of creating value for our stakeholders and society as a whole. Avantium’s mission is to aid the transition to a fossil-free world by developing groundbreaking products on the basis of re­newable feedstock instead of fossil resources. Sustainable alterna­tives for fossil-based chemicals and materials include plastic bot­tles for drinks, films for food packaging and electronics, fibers for textiles and even material used in toys.
We create disruptive technologies bringing them to the world with partners to accelerate the transition towards renewable and circular products. We foster a safe and vibrant place to make an impact.",201-500,https://www.avantium.com/,https://www.crunchbase.com/organization/avantium-technologies,https://www.linkedin.com/company/avantium-technologies/,https://www.facebook.com/Avantium-122873604456703/,https://twitter.com/Avantium
https://climatescape.org//organizations/aviloo,Aviloo,Innovation & Electric Vehicles are our passion. We are creating an independent Used Car Market.,The team of AVILOO is developing  an independed testing system which provides us the actual status of the battery of an electric vehicle and makes it easier to decide wether to buy or better not.,1-10,https://aviloo.com/,https://www.crunchbase.com/organization/aviloo,https://www.linkedin.com/company/aviloo/,Нет данных,Нет данных
https://climatescape.org//organizations/axelspace,Axelspace,Axelspace is a commercial microsatellite developer and satellite imagery provider.,"We are microsatellite professionals. Our job is to make Space part of
everyone's daily lives.",51-200,http://axelspace.com/en,https://www.crunchbase.com/organization/axelspace,https://www.linkedin.com/company/axelspace,https://www.facebook.com/Axelspace,https://twitter.com/axelspace_en
https://climatescape.org//organizations/axiom-exergy,Axiom Exergy,"Axiom Exergy transforms the world's cooling systems into intelligent, cloud-connected batteries.",Нет данных,"Richmond,",http://www.axiomexergy.com,https://www.crunchbase.com/organization/axiom-exergy,https://www.linkedin.com/company/axiom-exergy,Нет данных,https://www.twitter.com/axiomexergy
https://climatescape.org//organizations/axistech,AxisTech,,"Developer of smart agriculture technologies intended to maximize yield, reduce excess fertilizer and chemical usage and improve soil management. The company's Internet of Things-based environmental sensors generate data which is packaged and compressed by the device for delivery via Low Power Wide Area Network (LPWAN) (Sigfox) to back end cloud servers and then decompressed and converted into a user friendly JSON format for customers' analysis software programs or can be managed within our own alerting and dashboarding software, enabling clients to manage parklands and facilities more effectively saving time and money.",Private,http://www.axistech.co,https://twitter.com/axistech_iot,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/azavea,Azavea,Advanced geospatial technology and research for civic and social impact,Advanced geospatial technology and research for civic and social impact. Azavea is a certified B Corporation that applies geographic data and technology to promote the emergence of vibrant and sustainable communities while advancing the state-of-the-art through research.,51-200,https://www.azavea.com/,https://www.crunchbase.com/organization/azavea,https://www.linkedin.com/company/azavea,https://www.facebook.com/azavea,https://twitter.com/Azavea
https://climatescape.org//organizations/balance-power,Balance Power,,Energy Storage as A Service for FCAS for the grid,Private,https://balancepower.com.au/,Нет данных,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/ballard-power-systems,Ballard Power Systems,"Ballard Power Systems develops and sells hydrogen fuel cell products primarily in United States, Canada, Japan and Germany.",Нет данных,"Burnaby,",http://www.ballard.com/,https://www.crunchbase.com/organization/ballard-power-systems,http://www.linkedin.com/company/ballard-power-systems,http://www.facebook.com/pages/Ballard-Power-Systems/205546066131866,http://twitter.com/BallardPwr
https://climatescape.org//organizations/barefoot-power,Barefoot Power,Barefoot Power is a business that assists people in developing countries to access affordable renewable energy.,"Manufacturer of solar-based efficient energy products designed to cater to the low-income rural communities. The company's products include lighting and phone charging products, enabling low income populations to get affordable, reliable and extensive range of quality solar products, lighting and electronic appliances for homes and small businesses.",Private,http://www.barefootpower.com,https://www.crunchbase.com/organization/barefoot-power,https://www.linkedin.com/company/1280445,https://www.facebook.com/Barefootpowerindia,https://twitter.com/barefoot_Power
https://climatescape.org//organizations/battelle,Battelle,Battelle is solving the world’s most pressing challenges.,"We deliver when others can’t. We conduct research and development, manage laboratories, design and manufacture products, and deliver critical services for our clients – whether you are a multi-national corporation, a small start-up organization or a government agency.",10001+,https://www.battelle.org,https://www.crunchbase.com/organization/battelle-memorial-institute#section-overview,https://www.linkedin.com/company/battelle/,http://www.facebook.com/battelle,https://twitter.com/Battelle
https://climatescape.org//organizations/beeflow,Beeflow,Increasing crop yields by applying scientific knowledge to Bee Pollination.,Нет данных,1-10,http://www.beeflow.co/en/,https://www.crunchbase.com/organization/beeflow,https://www.linkedin.com/company/24794212/,Нет данных,https://twitter.com/beeflow
https://climatescape.org//organizations/bellwether-coffee,Bellwether Coffee,One of the fastest-growing tech companies in the coffee industry. Breaking barriers and winning awards. Join us.,"Bellwether's ventless, electric, zero-emissions commercial coffee roaster makes roasting more accessible and more sustainable for the environment and our communities. Bellwether Marketplace to give customers access to responsibly sourced green coffee. Bellwether’s Tip the Farmer™ program harnesses the purchasing power of coffee consumers to contribute financially to the coffee farmers who produced the coffee in their cup.",11-50,https://www.bellwethercoffee.com/,https://www.crunchbase.com/organization/bellwether-coffee,https://www.linkedin.com/company/bellwethercoffee/,https://www.facebook.com/bellwethercoffee/,https://twitter.com/realbellwether
https://climatescape.org//organizations/benojo,Benojo,,"THE BENOJO MARKETPLACE BRINGS TOGETHER NOT-FOR-PROFITS, BUSINESSES AND INDIVIDUALS. ALL IN ONE PLACE, HERE TO CHANGE THE WORLD",Private,https://benojo.com/,Нет данных,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/bergen-carbon-solutions-as,Bergen Carbon Solutions AS,Bergen Carbon Solutions produce carbon-nanofiber ( CNF ) through the application of new breakthrough technology.,Нет данных,"Komstad,",http://bergencarbonsolutions.com,https://www.crunchbase.com/organization/bergen-carbon-solutions,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/beyond-ag,"Beyond
  Ag",Reshaping the global food system.,Turning food waste into animal feedstock,1-10,https://www.beyondag.com/,https://www.linkedin.com/company/beyond-ag/?originalSubdomain=au,Нет данных,Нет данных,Нет данных
